Date,Open,High,Low,Close,Adj Close,Volume
01-12-2017,1317.5,1334,1310.75,1314.969971,1238.975098,1031144
04-12-2017,1311,1329.25,1301.469971,1316.180054,1240.115112,1259104
05-12-2017,1315.5,1325.849976,1314.069946,1317.780029,1241.622681,1167914
06-12-2017,1318,1322.5,1306.430054,1316.650024,1240.558228,1407518
07-12-2017,1316.150024,1322.969971,1307.5,1308.619995,1232.99231,1326300
08-12-2017,1309,1322.5,1298.5,1300.75,1225.577026,1385548
11-12-2017,1304.180054,1336.319946,1304.180054,1330.550049,1253.655029,1008002
12-12-2017,1330.5,1331,1303.699951,1306.069946,1230.589478,1882246
13-12-2017,1305.699951,1325.719971,1300.5,1314.199951,1238.249512,2961458
14-12-2017,1316,1316,1265.550049,1278.900024,1204.989746,5504150
15-12-2017,1281.880005,1292.219971,1268.430054,1272.800049,1199.242065,2718138
18-12-2017,1268.5,1294.469971,1247.180054,1290.25,1215.683838,2180664
19-12-2017,1288,1298.900024,1282.349976,1287.650024,1213.234131,1801952
20-12-2017,1291,1296.380005,1275.319946,1294.469971,1219.65979,1577570
21-12-2017,1293.5,1304,1290.030029,1297.849976,1222.844727,1293648
22-12-2017,1302,1331.949951,1295.099976,1323.380005,1246.899292,3665664
26-12-2017,1343,1344.880005,1315.800049,1324.719971,1248.161743,2175786
27-12-2017,1324.719971,1329.25,1305.25,1309.949951,1234.245117,739284
28-12-2017,1304.400024,1326.75,1302.819946,1313.469971,1237.56189,2605088
29-12-2017,1311.550049,1354.449951,1309.280029,1350.599976,1272.546143,2609542
01-01-2018,1341.150024,1347.400024,1317.5,1322.800049,1246.352661,1351760
02-01-2018,1330,1334.800049,1310.099976,1315.599976,1239.568848,1920290
03-01-2018,1316,1334.5,1315.599976,1319.319946,1243.07373,1257120
04-01-2018,1325,1331,1320,1328.550049,1251.77063,913082
05-01-2018,1325,1349.75,1325,1344.599976,1266.892944,1153706
08-01-2018,1350,1363.430054,1340.930054,1357.199951,1278.764648,1242220
09-01-2018,1357.5,1360.5,1338.280029,1354.5,1276.220825,2149396
10-01-2018,1355.5,1408,1347.319946,1403.300049,1322.200195,3365850
11-01-2018,1405,1410.949951,1391.099976,1395.25,1314.615723,2520744
12-01-2018,1402.5,1402.5,1370.280029,1388.180054,1307.954346,3360314
15-01-2018,1388.569946,1404,1367.530029,1373.050049,1293.69873,1457214
16-01-2018,1378,1430.819946,1375.280029,1425.430054,1343.05127,4267752
17-01-2018,1435,1462.5,1431.069946,1444.469971,1360.991089,4280806
18-01-2018,1448.5,1466.5,1434.030029,1459.099976,1374.775635,2209478
19-01-2018,1465.280029,1491,1451.819946,1479.650024,1394.137939,1820000
22-01-2018,1480.5,1567.349976,1461,1558.199951,1471.629517,4367110
23-01-2018,1557.469971,1571.180054,1545.030029,1551,1464.829346,3239610
24-01-2018,1545,1629.530029,1541.319946,1587.300049,1499.112671,5621538
25-01-2018,1587.5,1589.900024,1540.5,1560.530029,1473.829956,3833844
29-01-2018,1565.699951,1612.5,1561,1599.430054,1510.56897,3141060
30-01-2018,1590,1601.900024,1571.849976,1576.430054,1488.846802,1574758
31-01-2018,1568.5,1575,1549.300049,1556.180054,1469.721436,3043214
01-02-2018,1562,1595,1544.400024,1569.300049,1482.112793,2400630
02-02-2018,1560,1595,1551.719971,1576.819946,1489.215088,2456490
05-02-2018,1555,1594,1538.430054,1551.599976,1465.395996,2757742
06-02-2018,1505,1538.569946,1492.5,1498.619995,1415.359497,2657306
07-02-2018,1513.5,1515.5,1473.719971,1477.530029,1395.441406,2180324
08-02-2018,1489.880005,1513.800049,1479.5,1487.099976,1404.479614,2755004
09-02-2018,1475,1497,1448.319946,1485.849976,1403.299072,2102458
12-02-2018,1489.150024,1511.680054,1477.780029,1483.650024,1401.221313,1974562
14-02-2018,1485,1487.219971,1446.25,1455.900024,1375.013062,2847532
15-02-2018,1465.969971,1471.5,1452.550049,1462.930054,1381.652588,2465236
16-02-2018,1461.5,1499.800049,1461.5,1466.530029,1385.052368,2515756
19-02-2018,1472.5,1476.650024,1447.599976,1461.800049,1380.585327,1568224
20-02-2018,1464,1492.530029,1463.949951,1472.380005,1390.577393,1889068
21-02-2018,1487,1531.300049,1480.030029,1521.150024,1436.637939,3089228
22-02-2018,1526,1539.5,1511.25,1525.099976,1440.36853,3463010
23-02-2018,1525,1544.5,1496.050049,1537.900024,1452.457275,3362500
26-02-2018,1537.5,1544.969971,1510.599976,1515.849976,1431.632324,1363882
27-02-2018,1520.5,1539.280029,1516,1521.180054,1436.666382,1717800
28-02-2018,1517.5,1531.969971,1510.719971,1517.530029,1433.218994,2706864
01-03-2018,1524.5,1530.599976,1510,1518.849976,1434.465576,1718124
05-03-2018,1524.5,1556.819946,1516.469971,1552.930054,1466.652222,2858168
06-03-2018,1561,1563.5,1515.069946,1521.400024,1436.874268,1906764
07-03-2018,1535,1544.5,1509.25,1513.719971,1429.620483,1917772
08-03-2018,1527.449951,1527.449951,1493.75,1501.969971,1418.523438,1951826
09-03-2018,1502.5,1531.599976,1488.599976,1517.050049,1432.765625,1872436
12-03-2018,1521.5,1541.949951,1517.75,1526.069946,1441.284668,2091340
13-03-2018,1462.449951,1469.849976,1436,1443.400024,1363.20752,88067154
14-03-2018,1446.469971,1461.530029,1437.530029,1443.449951,1363.254517,3668668
15-03-2018,1447.5,1451.280029,1427.800049,1434.849976,1355.132446,2348906
16-03-2018,1434.400024,1436,1402.5,1412.849976,1334.354736,7197482
19-03-2018,1414.5,1424,1410,1415.5,1336.857666,3489940
20-03-2018,1410,1436.599976,1409.5,1432.430054,1352.847046,4024984
21-03-2018,1436.25,1442.150024,1425,1428.380005,1349.021973,3907678
22-03-2018,1429.969971,1437.969971,1411.280029,1415.680054,1337.027588,2326094
23-03-2018,1401,1417.050049,1399.030029,1409.069946,1330.784668,3654122
26-03-2018,1409.5,1413.699951,1390.780029,1408.5,1330.246582,2964210
27-03-2018,1412.5,1431.5,1411.530029,1423.849976,1344.743774,2494574
28-03-2018,1417.949951,1437.5,1412.5,1424.569946,1345.42334,6865654
02-04-2018,1420,1457,1420,1454.819946,1373.993164,1662988
03-04-2018,1446.050049,1464.949951,1446.050049,1455.619995,1374.748413,1937290
04-04-2018,1464.719971,1467,1446,1455.449951,1374.587891,2841820
05-04-2018,1463.280029,1481.880005,1460.180054,1478.969971,1396.801147,1809424
06-04-2018,1477,1480,1463.280029,1475.150024,1393.193604,1129018
09-04-2018,1469.849976,1481.75,1457.5,1461.949951,1380.726807,1235866
10-04-2018,1462.849976,1478.619995,1462.849976,1468.800049,1387.196167,1184532
11-04-2018,1475.300049,1512.5,1472.800049,1507.069946,1423.34021,3124416
12-04-2018,1505,1575,1503.969971,1569.619995,1482.414795,6114360
13-04-2018,1575,1620.400024,1566.050049,1576.650024,1489.054443,8179118
16-04-2018,1558,1599.969971,1555.380005,1593.819946,1505.270508,6270274
17-04-2018,1593.819946,1597.469971,1573.599976,1583.300049,1495.334961,3301724
18-04-2018,1583,1596.719971,1572.930054,1579.550049,1491.793213,2433066
19-04-2018,1589.949951,1608.599976,1582.880005,1595.569946,1506.923218,4820952
20-04-2018,1625,1711.180054,1620,1701.219971,1606.703491,18465662
23-04-2018,1712,1778.949951,1694.780029,1704.319946,1609.631348,15185910
24-04-2018,1705,1721.569946,1671.25,1692.819946,1598.770142,8314336
25-04-2018,1692.5,1741.5,1682.530029,1735.119995,1638.720093,8196574
26-04-2018,1733.5,1780,1733.5,1769.619995,1671.303467,12135034
27-04-2018,1762.5,1772,1710,1725.969971,1630.078491,4501330
30-04-2018,1725.969971,1774.5,1718.800049,1766.050049,1667.931885,3458558
02-05-2018,1765.25,1766.099976,1735.650024,1749.880005,1652.660156,3158046
03-05-2018,1754.900024,1763,1735.199951,1740.930054,1644.207275,3761550
04-05-2018,1746,1748.5,1735,1740.380005,1643.687988,2347244
07-05-2018,1745,1745,1705.449951,1710.469971,1615.439697,3484426
08-05-2018,1717.349976,1743.25,1698.349976,1720.599976,1625.006958,2992820
09-05-2018,1720.099976,1747.380005,1720.099976,1744.650024,1647.720825,2615050
10-05-2018,1751.469971,1755.569946,1720.099976,1725.619995,1629.747925,3858678
11-05-2018,1727.099976,1742.5,1721.25,1728.469971,1632.439575,2627876
14-05-2018,1728.5,1735.5,1705.400024,1716.780029,1621.398926,2433894
15-05-2018,1725,1747.900024,1716.849976,1741.199951,1644.462402,1952890
16-05-2018,1739.969971,1754.5,1737.619995,1746.949951,1649.892822,1648450
17-05-2018,1756.469971,1766.569946,1738,1745.900024,1648.901245,2968048
18-05-2018,1740.400024,1758.849976,1729,1751.030029,1653.746094,1874996
21-05-2018,1764.349976,1796,1759.030029,1778.380005,1679.57666,3446178
22-05-2018,1779,1787.469971,1746.849976,1754.449951,1656.976074,1857416
23-05-2018,1762.5,1772.5,1740.5,1747.550049,1650.459473,1507298
24-05-2018,1755,1807.5,1751.180054,1801.849976,1701.742676,2962316
25-05-2018,1812.5,1837.400024,1786.280029,1792.900024,1693.289917,3769772
28-05-2018,1808.25,1808.25,1743,1751.030029,1653.746094,3716798
29-05-2018,1764.949951,1772,1744,1761.75,1663.870605,3525312
30-05-2018,1754.530029,1766.5,1741.25,1757.050049,1659.431885,3779106
31-05-2018,1734,1759.050049,1726.099976,1741.050049,1658.003296,5049371
01-06-2018,1754,1757.5,1716.300049,1732.449951,1649.813354,1603856
04-06-2018,1745,1749,1712.599976,1744.25,1661.050537,1681483
05-06-2018,1744,1751.900024,1711.150024,1721.599976,1639.480835,2449568
06-06-2018,1723,1734.900024,1715.199951,1725.75,1643.433105,2236512
07-06-2018,1725,1749,1723.800049,1735.550049,1652.765747,2414762
08-06-2018,1735,1757.300049,1735,1747.099976,1663.764648,2582138
11-06-2018,1747.099976,1763,1743,1749.699951,1666.240723,2179378
12-06-2018,1757,1785,1753,1781,1696.047607,4608875
13-06-2018,1816,1831.650024,1798,1824.099976,1737.091797,5370983
14-06-2018,1830,1832.300049,1784,1787.550049,1702.285156,3819998
15-06-2018,1800,1847.099976,1788.599976,1840.050049,1752.281006,9183574
18-06-2018,1867.949951,1867.949951,1822.150024,1829,1741.758057,4674987
19-06-2018,1822.150024,1839,1821,1824.5,1737.472656,3245034
20-06-2018,1832,1836.300049,1818.599976,1822.449951,1735.52063,3107695
21-06-2018,1832,1832,1817.599976,1819.349976,1732.568237,2910659
22-06-2018,1827,1827,1799.550049,1809.800049,1723.474121,2949458
25-06-2018,1811.900024,1822.349976,1806,1819.25,1732.473267,2083217
26-06-2018,1823,1861,1821,1852,1763.661133,4679712
27-06-2018,1860,1885.150024,1851.25,1858,1769.374878,4081208
28-06-2018,1865,1871,1826.300049,1842.699951,1754.804565,4888125
29-06-2018,1844.900024,1867.400024,1842.300049,1847.75,1759.613892,3506276
02-07-2018,1852,1857.800049,1841.099976,1851.349976,1763.041992,2650290
03-07-2018,1859.949951,1879.900024,1857.050049,1874.050049,1784.659302,3242233
04-07-2018,1879.900024,1879.900024,1857.150024,1866.150024,1777.136108,2700614
05-07-2018,1873,1887.5,1862.099976,1880.300049,1790.611084,2472571
06-07-2018,1882.849976,1921,1881.650024,1912.949951,1821.703613,3713781
09-07-2018,1924,1924.400024,1876.5,1883,1793.182373,6151747
10-07-2018,1898,1898.900024,1870.75,1875.099976,1785.659058,5303302
11-07-2018,1900,1998,1894.150024,1979.900024,1885.460205,22903802
12-07-2018,1984,1990.900024,1960.5,1971.349976,1877.317993,6921701
13-07-2018,1975,1997.900024,1974,1981.099976,1886.603027,4148185
16-07-2018,1990,1996,1977.449951,1989.199951,1894.316772,2582159
17-07-2018,1989,2009,1981,2002.150024,1910.490845,3315492
18-07-2018,2005,2011.699951,1993.050049,2000.25,1908.677856,2013869
19-07-2018,2002.099976,2010.449951,1970,1981.400024,1890.690674,1746318
20-07-2018,1984.900024,2000,1984,1996.599976,1905.194824,1934995
23-07-2018,2001,2009.949951,1986,2005.650024,1913.830444,2086201
24-07-2018,2015,2015,1984.150024,1999,1907.484985,2038423
25-07-2018,2001.900024,2002,1968.400024,1981.5,1890.786133,1535492
26-07-2018,1974.949951,1985,1955.099976,1964.699951,1874.755127,3503036
27-07-2018,1960.849976,1964.650024,1940.300049,1943.75,1854.764404,2033977
30-07-2018,1943,1954.699951,1931.550049,1944.599976,1855.575317,1579251
31-07-2018,1942,1947,1928,1940.199951,1851.376831,2204803
01-08-2018,1949.949951,1981.550049,1949.800049,1976.5,1886.015015,2425180
02-08-2018,1980,1985,1945,1948.400024,1859.201538,1509287
03-08-2018,1956.5,1982.050049,1956.5,1979.449951,1888.829956,1505131
06-08-2018,1997,1998.949951,1972.25,1975.550049,1885.108398,1532249
07-08-2018,1978.199951,1979.150024,1960.5,1967.349976,1877.283813,1353521
08-08-2018,1972,1978.300049,1962,1974,1883.629517,1315062
09-08-2018,1980,1980.800049,1966,1974.349976,1883.963379,2060297
10-08-2018,1980.949951,1996.5,1972.050049,1993.099976,1901.85498,2784105
13-08-2018,1997.800049,2004.25,1990,2000.150024,1908.582031,3559575
14-08-2018,1992,2024.599976,1982.400024,2003.550049,1911.82666,3311765
16-08-2018,2000.300049,2020.050049,1995,2008.5,1916.550171,2152065
17-08-2018,2013.849976,2021.900024,2004,2012.75,1920.605469,1213731
20-08-2018,2024,2024,2003.699951,2009.949951,1917.933594,1587032
21-08-2018,2010.150024,2024,2004,2017.650024,1925.281128,1376866
23-08-2018,2022.800049,2038,2020.300049,2035.099976,1941.932251,3046791
24-08-2018,2035.099976,2046,2031,2043,1949.470703,1570533
27-08-2018,2043,2059,2035,2050.899902,1957.008789,1532702
28-08-2018,2055,2072,2052,2069.199951,1974.471069,1987983
29-08-2018,2072.5,2076.600098,2045.599976,2072,1977.143066,1525867
30-08-2018,2068,2085,2065.5,2082.399902,1987.066528,2408020
31-08-2018,2082.300049,2092,2074,2078.399902,1983.25,2504554
03-09-2018,2084.800049,2090,2048.399902,2052.899902,1958.91748,1439711
04-09-2018,2059.800049,2104.75,2056.949951,2098.899902,2002.811279,4420803
05-09-2018,2100,2107.25,2075.050049,2079.25,1984.061157,1681106
06-09-2018,2075,2081.5,2060.300049,2075.300049,1980.291992,2238097
07-09-2018,2079.300049,2084,2065.399902,2079.850098,1984.633789,1312182
10-09-2018,2084.399902,2093.399902,2074.25,2080.75,1985.49231,1530539
11-09-2018,2089,2089,2042.199951,2046.25,1952.571899,3679745
12-09-2018,2052.350098,2068.899902,2040,2043.949951,1950.376953,2307661
14-09-2018,2044,2071.550049,2018.150024,2065.399902,1970.845215,3642038
17-09-2018,2070,2077.800049,2054.550049,2074.149902,1979.19458,1033857
18-09-2018,2073,2078.800049,2057.600098,2070.75,1975.950317,1456507
19-09-2018,2071.899902,2089,2066.850098,2077.899902,1982.772705,1301268
21-09-2018,2077,2121,2050.149902,2103.149902,2006.866943,4508530
24-09-2018,2115,2210.5,2098.149902,2198.449951,2097.803955,3032226
25-09-2018,2204.899902,2211.899902,2153.800049,2183.199951,2083.252441,2868778
26-09-2018,2187,2199,2135.100098,2142.149902,2044.081543,1970951
27-09-2018,2141.899902,2209.699951,2135.800049,2188.850098,2088.644043,3311802
28-09-2018,2178,2190,2158.850098,2183.699951,2083.729248,2904371
01-10-2018,2190.899902,2275.949951,2190.350098,2255.550049,2152.290039,3772208
03-10-2018,2250.300049,2255,2155.600098,2162.850098,2063.833984,3902322
04-10-2018,2156.600098,2156.649902,2056.350098,2064.800049,1970.272583,4762419
05-10-2018,2050,2120,2020.900024,2102.649902,2006.389648,3417624
08-10-2018,2102.649902,2122.199951,2048.149902,2077.550049,1982.438965,2010154
09-10-2018,2080.350098,2107.649902,2053.199951,2091.800049,1996.036621,1867130
10-10-2018,2100,2105.949951,2029,2043.599976,1950.043213,2749573
11-10-2018,1985,2013,1941,1979.949951,1889.307007,4700256
12-10-2018,1978,1978,1903,1918.300049,1830.479614,9373289
15-10-2018,1940,1955.550049,1920,1949.5,1860.251099,2638151
16-10-2018,1958,1971.900024,1935,1962.300049,1872.46521,2815425
17-10-2018,1970,1989,1920,1929.400024,1841.071167,2779207
19-10-2018,1929,1929,1870.050049,1913.199951,1825.612915,3428776
22-10-2018,1914,1916,1886.949951,1903,1815.880005,1778496
23-10-2018,1888,1898,1837,1843.650024,1762.952637,2752811
24-10-2018,1852.050049,1874,1811.099976,1848.5,1767.590332,2735913
25-10-2018,1844,1876.900024,1825.050049,1853,1771.893311,2507233
26-10-2018,1853.900024,1853.900024,1791.099976,1799.099976,1720.352539,2285970
29-10-2018,1808.699951,1877.949951,1784.349976,1871,1789.105347,2609483
30-10-2018,1867,1909.400024,1845,1894.800049,1811.86377,2404883
31-10-2018,1900,1943.900024,1875.449951,1938.150024,1853.316284,2769190
01-11-2018,1943.650024,1944.349976,1901.300049,1935.75,1851.021362,2769759
02-11-2018,1934.199951,1954.599976,1905,1913.449951,1829.697388,1818635
05-11-2018,1910,1927.349976,1884.75,1890.849976,1808.08667,1713366
06-11-2018,1894,1937.5,1891,1932.699951,1848.104736,1398710
07-11-2018,1940,1949,1937,1942.150024,1857.141235,144530
09-11-2018,1961,1961.949951,1905,1909.199951,1825.633423,2570479
12-11-2018,1908.5,1946.099976,1908.5,1914.849976,1831.036133,2552008
13-11-2018,1915,1939,1903,1934.949951,1850.256348,1418432
14-11-2018,1925,1929.900024,1870,1880.650024,1798.332886,2422318
15-11-2018,1864,1899,1857.599976,1872.849976,1790.874512,1829123
16-11-2018,1889,1899.800049,1870.25,1886.599976,1804.022583,1829729
19-11-2018,1899,1907.349976,1864.300049,1902.449951,1819.178589,1740628
20-11-2018,1902,1902,1874.199951,1878.25,1796.038208,1190182
21-11-2018,1871,1871.050049,1798.550049,1812,1732.687866,3840461
22-11-2018,1820,1847.599976,1809.949951,1812.550049,1733.213867,3194219
26-11-2018,1819,1860,1784.5,1846.099976,1765.295532,4333177
27-11-2018,1854,1897.900024,1835.349976,1890.25,1807.512817,3344839
28-11-2018,1889,1989,1882.5,1983.900024,1897.063843,5313249
29-11-2018,1997,1997,1942.550049,1960.550049,1874.73584,4035441
30-11-2018,1966,1991,1959.849976,1968.25,1882.098755,5268901
03-12-2018,1984,1990,1968.300049,1982.400024,1895.629395,1610576
04-12-2018,1983,2019.400024,1971,2010.849976,1922.834351,3270615
05-12-2018,2006,2018,1985,2006.75,1918.913696,2501539
06-12-2018,1998,2017,1979.599976,1992.699951,1905.478516,2321216
07-12-2018,1985.050049,2003.900024,1973,1995.199951,1907.869141,1680420
10-12-2018,1975,2011,1960,1975.800049,1889.318359,2010786
11-12-2018,1970,2010,1961,2000,1912.459106,2942014
12-12-2018,2001.099976,2022,1984.949951,2016.800049,1928.523804,2219993
13-12-2018,2024,2029.699951,1974.5,1982.599976,1895.820679,3748429
14-12-2018,1983,1998.949951,1975.25,1989.75,1902.657715,2473761
17-12-2018,1999,2004.900024,1985,1994.300049,1907.008545,1227921
18-12-2018,1991.900024,2002,1976.400024,1987.849976,1900.840942,1768742
19-12-2018,1984.800049,1984.800049,1960.050049,1968.449951,1882.290039,2498833
20-12-2018,1953.800049,1974.900024,1946,1954.050049,1868.520508,1940277
21-12-2018,1948,1950,1886.550049,1895.800049,1812.820068,3729956
24-12-2018,1905.800049,1938.900024,1905,1918.5,1834.526489,1864116
26-12-2018,1921.800049,1921.800049,1870.25,1889.199951,1806.508667,2446614
27-12-2018,1909,1941.699951,1872.099976,1908.949951,1825.394165,4968201
28-12-2018,1915,1920,1893,1896.050049,1813.05896,2239130
31-12-2018,1908,1909,1886.150024,1893.050049,1810.19043,1879740
01-01-2019,1896,1910,1885,1902.800049,1819.513672,1094883
02-01-2019,1905,1934.449951,1900,1923.300049,1839.116333,2100463
03-01-2019,1919,1944.949951,1893.099976,1899.949951,1816.78833,2611668
04-01-2019,1900,1901.199951,1841,1876.849976,1794.699463,4280862
07-01-2019,1891.800049,1908.800049,1881,1897.900024,1814.828125,1856423
08-01-2019,1905.400024,1906.400024,1883.300049,1893.550049,1810.668457,1691756
09-01-2019,1907.400024,1919,1866.699951,1886.949951,1804.357422,2414376
10-01-2019,1890,1905,1872.099976,1888.550049,1805.887695,3053461
11-01-2019,1870,1875,1835,1842.550049,1761.901001,9209862
14-01-2019,1850,1851,1810,1813.25,1733.883179,3615370
15-01-2019,1810,1869.349976,1808,1867.800049,1786.045532,7711653
16-01-2019,1870,1875,1847,1870.150024,1788.292603,2359280
17-01-2019,1878,1898,1871.300049,1894.300049,1815.268311,2625816
18-01-2019,1881,1904.199951,1876,1900.650024,1821.353394,1683728
21-01-2019,1902,1932,1895.449951,1908.699951,1829.067261,2409803
22-01-2019,1907.099976,1918.25,1890,1901.900024,1822.551147,2457093
23-01-2019,1901,1906.099976,1870,1875.599976,1797.348389,2578169
24-01-2019,1884.800049,1905.25,1875,1901.550049,1822.215698,1962927
25-01-2019,1902,1935,1901,1920.800049,1840.662598,2327080
28-01-2019,1933,1962,1925.5,1955,1873.435913,2769033
29-01-2019,1962,1989.050049,1936.650024,1982.75,1900.027954,2557626
30-01-2019,1979.599976,1989.5,1954.650024,1981.400024,1898.734253,2429575
31-01-2019,1987,2019.75,1985,2014.099976,1930.069946,4094319
01-02-2019,2009.5,2034.75,1998.099976,2029.949951,1945.258789,3064163
04-02-2019,2029.949951,2055.449951,2023,2050.25,1964.711914,1590764
05-02-2019,2050,2055,2028,2044.550049,1959.249756,1111404
06-02-2019,2049.899902,2086.850098,2041.050049,2074.800049,1988.237793,1789812
07-02-2019,2074.75,2097.949951,2067,2082.899902,1995.99939,1339945
08-02-2019,2075,2089.5,2051,2061.399902,1975.396484,1684474
11-02-2019,2060,2096,2048.899902,2065.899902,1979.70874,1778730
12-02-2019,2070,2070,2018,2051.600098,1966.005615,2422903
14-02-2019,2060.050049,2075,2033.050049,2044.599976,1959.297607,1724085
15-02-2019,2049,2052,2010.949951,2029.699951,1945.019043,1930065
18-02-2019,2037.599976,2041.949951,1962.650024,1970.300049,1888.097534,2942184
19-02-2019,1970,1971,1892,1904.800049,1825.330322,4408554
20-02-2019,1915,1933.800049,1881.300049,1914.75,1834.865112,4645778
21-02-2019,1914.75,1940,1897.050049,1914.199951,1834.337891,4683919
22-02-2019,1917.199951,1930,1905.099976,1925.650024,1845.310181,2271955
25-02-2019,1932.5,1990,1930.5,1985.150024,1902.328003,2934880
26-02-2019,1984,2045.150024,1972.25,2038.699951,1953.643555,6453309
27-02-2019,2040,2074.949951,2022,2058.100098,1972.234375,4732082
28-02-2019,2060,2071.350098,1977.599976,1983.449951,1900.69873,8454295
01-03-2019,1995.050049,2005,1980.349976,1995.400024,1912.150146,4148548
05-03-2019,2005,2007,1976.599976,1988.099976,1905.154663,2449622
